feature,coef,std_err,t,p_value
const,0.5478175619763495,0.024805506540300223,22.084514222128004,1.1694600976613666e-45
kw_disappear,-0.04435668072020436,0.015750649320016196,-2.816181086822568,0.005623958611838638
is_variable_pt,-3.793393056961594e-17,1.3907875632916732e-17,-2.72751436458312,0.007270553253618329
is_planeswalker,4.730868377509146e-17,1.9311731115585376e-17,2.4497381147209207,0.01563732919639911
cmc,0.007934175816886692,0.0036023578104460155,2.202495208521317,0.02940687546842825
creates_token,0.020319669410869767,0.009300120970807301,2.1848822692363226,0.030704191592238656
ci_R,-0.01633235720401332,0.008146573682480724,-2.0048130466353227,0.0470762859477912
is_sorcery,-0.04558967170780023,0.024149745067550573,-1.8877910131257647,0.06130036077846202
kw_mill,0.04907170431193292,0.027850996041331642,1.76193714002577,0.0804487088641371
is_removal,0.023406494442442527,0.014043263165050172,1.6667418510460494,0.09799194369897139
kw_haste,0.040197602841976765,0.02571547143494362,1.5631680307192042,0.12046299053753456
is_ramp,0.026684095250193884,0.017355807968337477,1.5374735246480127,0.126626628262737
ci_B,0.01041024875104531,0.007035412784678229,1.4796926732880296,0.141393274088498
has_attack_trigger,0.018985050052468116,0.0134927376710983,1.407056930568987,0.16181528180951493
damage_dealt,0.005388590868549361,0.0042031670750360085,1.282031090449384,0.20213099682946484
kw_equip,-0.02799194094277322,0.021852601255978953,-1.2809431982434825,0.20251170036584715
kw_scry,0.022549399572688505,0.018221738411884597,1.2374999060452607,0.21814931895674725
kw_vigilance,0.022626912657341097,0.01944430734478391,1.163677998713127,0.24670237266857883
num_colors,0.0053320938343699616,0.004589942665028819,1.161690727641471,0.24750603208112237
pt_buff_toughness,0.00967273232483861,0.008553860553734327,1.1308031343363227,0.26023593193424777
kw_alliance,-0.017817231242747755,0.015772579828280228,-1.1296332899708308,0.2607269175650431
power,-0.003970437827303046,0.003532307777811184,-1.1240350719843988,0.26308547104605595
has_death_trigger,-0.025039309060770343,0.022720732471144704,-1.1020467360623267,0.27249322757214384
kw_cycling,-0.009280930095753412,0.008861734393723127,-1.0473040246305743,0.2969177051197681
kw_typecycling,-0.009280930095753412,0.008861734393723128,-1.047304024630574,0.2969177051197683
kw_landcycling,-0.0092809300957533,0.008861734393723127,-1.0473040246305616,0.29691770511977394
kw_sneak,0.010694774462601087,0.01116617197185802,0.9577834274409357,0.3399635749839425
draw_cards,0.0057935797262219785,0.006590983499504899,0.8790159657746344,0.3810270448631948
kw_menace,-0.015013703315892524,0.01749729051797934,-0.8580587548949475,0.3924514722472145
is_counterspell,0.024885678927583893,0.029661334054515782,0.8389939198906389,0.40302476937792325
is_instant,-0.01794044105447748,0.022644585670403786,-0.792261837580249,0.4296625518807992
ci_G,0.0051120930528571855,0.006950344917635534,0.735516454713774,0.4633602099976162
toughness,-0.002566080767969728,0.00408409038723591,-0.6283114536322584,0.5309107675284274
is_enchantment,-0.013742738816383326,0.02501700172520099,-0.549335966289658,0.5837246060838396
ci_W,0.0037765935343423776,0.007109237086236319,0.5312234616079927,0.5961774281712344
kw_trample,0.00773103576758101,0.015397001624594824,0.5021130708482635,0.6164439689875123
kw_deathtouch,-0.008328262777855602,0.01802072991661635,-0.462149025949075,0.6447529488429968
kw_reach,0.0085954674134322,0.022724266570774764,0.37825059773267505,0.7058661681879767
kw_flash,0.006558203284101866,0.02017807037537749,0.3250163748117652,0.7456951903696436
ci_U,0.0023655157001374744,0.00767158370468244,0.3083477664062577,0.7583150860214602
is_tutor,-0.00628948042927191,0.021664568308411302,-0.290311828038134,0.7720438590820374
kw_enchant,0.00813410724451788,0.030246400308134663,0.26892810918495447,0.7884146397390811
has_activated_ability,-0.002406713054727512,0.009909618153787597,-0.2428663766229612,0.8084946538975841
is_creature,-0.003795022422569891,0.018845520274173234,-0.20137530656400948,0.8407223105125065
has_etb,0.0015255061381691526,0.008590908771351883,0.17757214967248405,0.8593375245878125
pt_buff_power,-0.0012984063167449933,0.007327465548839681,-0.1771971915924734,0.8596314224277171
is_artifact,0.0019213157736151926,0.011685271556381646,0.16442200460167394,0.8696562966477045
kw_flying,0.0011515701233247438,0.011207888813749954,0.1027463907307847,0.9183238041077589
targeting_flexibility,-0.000646874713443546,0.0066536663549638005,-0.09722079210673996,0.9227019446133136
has_x_cost,0.002015931747483296,0.030641535019680276,0.06579082105999307,0.9476462151136481
kw_food,-0.0006241809492925077,0.023690525788221874,-0.026347281393088763,0.979021057612066
life_gain,-7.397657964401672e-05,0.003244876556002464,-0.022797964226766273,0.9818466587793843
is_bounce,0.0,0.0,,
