name,n_gih,actual_gih_wr,predicted_gih_wr,residual
Ouroboroid,11539.0,0.6612358089955802,0.5897046883872477,0.07153112060833255
Quantum Riddler,13121.0,0.660163097324899,0.5992224777099641,0.06094061961493491
Beyond the Quiet,17561.0,0.5927338989806958,0.540633028532303,0.052100870448392844
Elegy Acolyte,24807.0,0.6454226629580361,0.5963467982537283,0.0490758647043078
Pain for All,14095.0,0.5418942887548777,0.49397219819850535,0.04792209055637231
Thrumming Hivepool,25677.0,0.5768976126494528,0.5324209295725659,0.0444766830768869
Mutinous Massacre,17689.0,0.5961331901181526,0.5557335115331468,0.040399678585005816
Seedship Impact,53857.0,0.5796089644800119,0.5402278679362834,0.039381096543728455
Sunstar Chaplain,21690.0,0.604794836330106,0.5664680845588609,0.038326751771245116
Orbital Plunge,136394.0,0.5700250744167632,0.5320661374700459,0.03795893694671726
Weftwalking,13509.0,0.5864238655711007,0.5490976022515867,0.03732626331951405
Uthros Psionicist,63897.0,0.5721551872544877,0.5352709459663085,0.03688424128817913
Possibility Technician,23765.0,0.608584052177572,0.5719846199374807,0.03659943224009132
Cosmogrand Zenith,11457.0,0.6368159203980099,0.6004135928349947,0.0364023275630152
Tractor Beam,68847.0,0.5813760948189464,0.5450289156485246,0.03634717917042174
Interceptor Mechan,42159.0,0.5781446428994995,0.542455187605119,0.0356894552943805
Anticausal Vestige,24290.0,0.59287772745986,0.5572909906726802,0.03558673678717983
Codecracker Hound,80080.0,0.5959665334665335,0.5614233840783044,0.03454314938822911
Plasma Bolt,92837.0,0.5566315154518134,0.523373113087512,0.03325840236430144
Tragic Trajectory,54099.0,0.5751677480175235,0.5426754372456513,0.0324923107718722
All-Fates Stalker,57336.0,0.5980361378540533,0.5657276559760892,0.03230848187796409
Systems Override,15850.0,0.5601892744479495,0.5280837315953748,0.03210554285257472
Lumen-Class Frigate,20896.0,0.6012633996937213,0.5721033317671415,0.02916006792657988
Gene Pollinator,143729.0,0.5708033869295689,0.5416636159839305,0.029139770945638355
Lost in Space,87391.0,0.5632387774484787,0.5344223496551849,0.028816427793293853
Dual-Sun Adepts,42444.0,0.5672651022523796,0.5389893361584212,0.028275766093958432
Terrapact Intimidator,56806.0,0.5961694187233743,0.5679793619611611,0.0281900567622132
Selfcraft Mechan,136165.0,0.5634120368670363,0.5354289806867003,0.02798305618033603
Zero Point Ballad,21758.0,0.5809357477709348,0.5530809162370298,0.027854831533905
Gigastorm Titan,62877.0,0.5642444773128489,0.5370831915508034,0.027161285762045462
Diplomatic Relations,128026.0,0.5648618249418087,0.5397038993381794,0.025157925603629283
Fell Gravship,65476.0,0.602816299101961,0.5777384695501172,0.02507782955184379
Desculpting Blast,60380.0,0.5712653196422657,0.5464263206345423,0.02483899900772335
Singularity Rupture,21134.0,0.5911800889561843,0.5664857521164008,0.024694336839783504
Dubious Delicacy,66097.0,0.6042785602977442,0.580008480065777,0.024270080231967195
Cut Propulsion,45113.0,0.5561589785649369,0.5321329279363389,0.024026050628597972
Starfield Shepherd,52388.0,0.5864320073299228,0.5626733314032578,0.02375867592666503
Harmonious Grovestrider,58837.0,0.5813858626374561,0.5582053959361396,0.02318046670131646
Warmaker Gunship,22539.0,0.6157327299347797,0.5927137595493635,0.023018970385416226
Biosynthic Burst,93824.0,0.5671469986357435,0.5445623515597927,0.02258464707595076
Devastating Onslaught,7845.0,0.5783301465901848,0.555803397634212,0.02252674895597273
Sunstar Lightsmith,48560.0,0.5642710049423394,0.5419877803383136,0.022283224604025764
Perigee Beckoner,109600.0,0.5655565693430656,0.5432859160173926,0.022270653325673018
All-Fates Scroll,36057.0,0.5494910835621377,0.5272527731361402,0.022238310425997554
Focus Fire,112348.0,0.5683590273080072,0.5461600091331873,0.02219901817481995
