feature,coef,std_err,t,p_value
const,0.5326370315803952,0.02571142818418505,20.715964425034045,2.6572307088042393e-49
creates_token,0.03327022015435602,0.008509577272973532,3.9097382968743273,0.0001312218161734635
ci_B,-0.014982770306829162,0.00485556610304119,-3.0856896989714535,0.0023554058966739036
life_gain,0.011951525921803909,0.004446448366043012,2.68788141409136,0.00787299536741044
ci_G,0.01278776676349877,0.004769889842665045,2.680935448260574,0.008031674814030696
is_planeswalker,0.0977737532483134,0.03661412768788002,2.670383248832073,0.00827826789888188
kw_lifelink,0.03774756011319021,0.014290059713312809,2.6415257088131043,0.008987898163305969
has_activated_ability,-0.018054504407155322,0.008431515843353886,-2.141311804731616,0.03360904980373684
kw_surveil,-0.027892635051573494,0.013482598192280974,-2.0687878295996778,0.04001141994394463
toughness,0.005223062904657443,0.0027186651517974586,1.9211865430371924,0.05630601743223576
draw_cards,0.007740058087068825,0.004225544019088938,1.831730554007492,0.06866298792731948
kw_treasure,-0.039607700143978436,0.02273878715544027,-1.741856321237532,0.0832610069191882
kw_flying,0.01367497014064302,0.008014026633801853,1.7063794226692774,0.0896814685222028
has_etb,0.009607087313993623,0.006032928129681884,1.5924418636328432,0.11305972664651703
num_colors,0.003389175126210282,0.0021930722657840505,1.5454005684571503,0.1240254316958379
kw_mill,-0.017784697329886974,0.011727364833845181,-1.5165126677529746,0.13116367949372598
kw_renew,0.014706178609359008,0.012700110907150194,1.1579567073764208,0.24843305085035283
kw_menace,-0.016021776210839986,0.014170070034378883,-1.1306772776682517,0.25971211282885
ci_U,0.005592031054695516,0.004976161186770461,1.1237640512052538,0.26262640882285243
kw_behold,0.016826680711173277,0.015844442839181787,1.0619925788467934,0.2896777861754788
is_ramp,0.009325673228879075,0.010032628892133043,0.929534355266712,0.35387108791976585
has_death_trigger,-0.011499452157598844,0.012928104601616553,-0.8894925058202988,0.37493899584623014
has_attack_trigger,-0.009536790800412323,0.010903369361690611,-0.8746645632239323,0.3829350751593249
cmc,-0.0016407125349301634,0.002016565118364489,-0.8136174329251732,0.41695116637864427
kw_harmonize,-0.011632071600890276,0.014968792407017697,-0.7770881768282728,0.438138245396467
is_tutor,-0.013807615018627845,0.018162063740720172,-0.7602448276662824,0.4481140584960354
kw_flash,0.008582007025591316,0.01192823158887187,0.7194701881540994,0.47279481162167647
pt_buff_power,-0.0037497998581378506,0.005500140866520407,-0.681764330976147,0.4962740920992877
kw_reach,-0.009029311532276915,0.01436917671849929,-0.6283805752526045,0.53056011256129
is_counterspell,0.017798902733934696,0.028912662980848623,0.615609248643906,0.5389387733301435
kw_enchant,-0.011185206368333082,0.01911765593408141,-0.5850720614964621,0.5592401966515649
targeting_flexibility,0.002635249292142615,0.0045152724437658755,0.5836301851023493,0.5602079496419516
damage_dealt,0.001644465811010699,0.0030447738143076857,0.540094572307209,0.5898068950978524
ci_W,-0.0023843172268325635,0.004497125619922007,-0.5301869301293644,0.5966430888899312
is_enchantment,-0.012098237486020832,0.023376352603462703,-0.5175417094037476,0.605420637252706
is_artifact,-0.008460251896804896,0.017594997502014865,-0.4808327989723263,0.6312258175064825
kw_endure,-0.006903387079214687,0.014421631929332874,-0.47868279491820515,0.6327517690670548
kw_vigilance,0.005199828456073391,0.010915356988523911,0.4763773151478545,0.6343898217443912
ci_R,0.002376464841674593,0.005116920625384424,0.4644326179079734,0.642905373196765
kw_haste,0.00541775290467876,0.014111043076320919,0.3839370963135984,0.7014833000777129
kw_equip,0.008961946535629456,0.023805434366778604,0.3764664150861366,0.7070185411393825
power,-0.001103964281688307,0.003090428403137829,-0.3572204683879459,0.7213499240682957
kw_mobilize,-0.005434329903149876,0.016174668857911825,-0.3359778151187113,0.7372833015824786
is_bounce,0.007098103175445042,0.023220512403503923,0.3056824523120323,0.7602036304703957
kw_flurry,-0.003252742309418674,0.0118170218886189,-0.2752590576608329,0.7834364755178559
has_x_cost,-0.005345692878717168,0.029336140772444872,-0.18222208981688282,0.8556157969641152
is_sorcery,0.004174123268222502,0.02635797740356182,0.15836280623180296,0.874350439926455
kw_deathtouch,0.0017676116662622143,0.012753898559127768,0.13859383137379291,0.8899277876653341
is_instant,-0.003311933186343069,0.02503556584269248,-0.1322891284803844,0.8949050256758501
pt_buff_toughness,0.0006958199060980372,0.006015923740420926,0.11566301969934073,0.9080499955139414
kw_ward,0.0022463178004479833,0.020301955894500855,0.11064538865718049,0.9120222084985781
is_variable_pt,-0.003492642974668503,0.03238181570566294,-0.10785815738114118,0.9142296877758906
is_creature,-0.0021774900679231435,0.022246834727423788,-0.09787864631542123,0.9221387847281923
is_removal,-0.0006831990567758295,0.010140666660515964,-0.06737220339131705,0.9463610134015009
kw_trample,-0.0002288420111150602,0.013054111139459049,-0.017530263736098634,0.9860332235444199
